text,negative,neutral,positive,anger,joy,optimism,sadness
"Wednesday's UN vote on #Ukraine has exposed a deep rift in #Africa between non-aligned countries that refuse to take sides between #Russia and the West and others that see Moscow as the clear aggressor. Report by @JulianPecquet 
https://t.co/qi7SQDmv3b",0.5906190872192383,0.39320114254951477,0.016179721802473068,0.4486043155193329,0.020765790715813637,0.17261464893817902,0.3580152094364166
"Should #Nigeria not have taken sides with the West in the #Russia-#Ukraine war? Doing so may put its Ajaokuta Steel Complex and other projects at risk says one analyst. 

https://t.co/0YcGZvJ2F6",0.6410464644432068,0.3467111587524414,0.012242370285093784,0.3621334731578827,0.015896201133728027,0.20088057219982147,0.4210897386074066
"One eyewitness to the #Ukraine evacuation tells us: ""I overheard some students saying they weren't allowed to board the train. Students were lying on the floor with blankets covering them. There is no aid, no support, no food provided."" #AfricansinUkraine

https://t.co/3RTpVhKQth",0.8661962151527405,0.12713587284088135,0.006667877547442913,0.2561151683330536,0.010764896869659424,0.017915617674589157,0.7152042984962463
"The people in Ukraine are in dire need, and partners and volunteers are responding to the call. https://t.co/TDHikffKbh

#Charismanews #charismamedia #ConvoyofHope #Ukraine #humanitarian",0.16662190854549408,0.7003097534179688,0.1330682933330536,0.06356967240571976,0.019206684082746506,0.1279851645231247,0.7892385125160217
"UN agencies are working round the clock to support people inside #Ukraine and those who have fled to neighbouring countries.

Keep track of developments, and find out how to help, on the dedicated Ukraine Focus page.

https://t.co/TL8VhdabPY",0.06610038131475449,0.7801493406295776,0.15375030040740967,0.10500099509954453,0.04947851970791817,0.5886847376823425,0.2568357586860657
"Stop Russia! Save Ukraine! Arrest Putin!
The world depends on our action now!

#UkraineStands #HETBOЙHE #ArrestPutin 
#StopRussia #SlavaUkraini #SaveUkraine 

@NATO @UN @POTUS @EmmanuelMacron @DefenceU @BBC @AP @KyivIndependent https://t.co/bnPiOsCNhQ",0.30328670144081116,0.5884640216827393,0.1082492396235466,0.6440416574478149,0.03779980540275574,0.21532052755355835,0.10283804684877396
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",0.006258530542254448,0.30011191964149475,0.6936295628547668,0.08619658648967743,0.40531373023986816,0.4579208493232727,0.050568901002407074
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,0.034385036677122116,0.34925344586372375,0.6163614988327026,0.028406625613570213,0.11914694309234619,0.8078662157058716,0.04458025097846985
"😨 NO NO NO NO…

Currently, until the #AN225 has been inspected by experts, we cannot report on the technical condition of the aircraft.
 
Please wait for the official announcements about the condition of the aircraft

#StopRussia #Ukraine https://t.co/pEXDanePTw",0.7473577260971069,0.23695267736911774,0.015689577907323837,0.37015020847320557,0.012832645326852798,0.033660124987363815,0.583357036113739
"Majestic is raising funds for the Disasters Emergency Committee to help to support more than half a million people who fled their homes to escape conflict in #Ukraine. Please use the link below to donate. Thank you for your help.
https://t.co/0R2i9EDwl6 https://t.co/DBWltrxid0",0.02377876080572605,0.3918238580226898,0.5843973755836487,0.07827257364988327,0.06296132504940033,0.3844219744205475,0.4743441939353943
"@IAPonomarenko “Prayer, charity and fasting are not medicines meant only for ourselves but for everyone: they can change history, because they are the principal ways for God to intervene in our lives and in the world. They are weapons of the spirit.” @Pontifex (📸@vindman) #Ukraine #Lent2022 https://t.co/HyIvbzUQWk",0.018686065450310707,0.5082117915153503,0.47310206294059753,0.02024991437792778,0.03039156086742878,0.9275964498519897,0.02176213450729847
"Russia has officially declared cyber war. The invasion of Ukraine began on Feb 25, 2022, but the cyberwar on the country began August 2021.

Read our analysis about the cyber war - https://t.co/A2FfyXQMHm

#Russia #Ukraine #CyberWar #Cyberwarfare #CyberHygiene #CyberSecurity https://t.co/eNtKHWDNXp",0.3890039324760437,0.5712816119194031,0.039714448153972626,0.7782961130142212,0.04064188152551651,0.0963682234287262,0.0846937745809555
"This isn't a picture from WW1, WW2 or #UkraineWar . This is Syria ....

#UkraineRussianWar #Russian #Ukrainian #RussianUkrainianWar #RussiaUkraine https://t.co/gIxZLwSCbW",0.5801601409912109,0.3947237432003021,0.02511610835790634,0.8149200677871704,0.03429809585213661,0.03471115231513977,0.1160707101225853
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",0.006258530542254448,0.30011191964149475,0.6936295628547668,0.08619658648967743,0.40531373023986816,0.4579208493232727,0.050568901002407074
"Be careful when people promise you heaven and earth that they will fight with you, fight for you, support you yen yen yen. 😌😌
#RussiaUkraine",0.2263953536748886,0.6248781085014343,0.14872650802135468,0.10631289333105087,0.32835981249809265,0.531458854675293,0.03386849910020828
"As ugly as things seem right now, I'm predicting within a year #Putin will either be dead, exiled in Belarus and/or charged with war crimes in The Hague...",0.910054624080658,0.08434426784515381,0.005601112265139818,0.873438835144043,0.011796670965850353,0.04073755070567131,0.07402685284614563
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,0.015725091099739075,0.14369899034500122,0.8405759334564209,0.17688265442848206,0.26039350032806396,0.4785045087337494,0.08421935141086578
"Good luck to this man, 61 years old from 🇬🇧 going to help defend. #UkraineRussianWar #Ukraine #UkraineUnderAttaсk https://t.co/hHGxAWUccK",0.008855760097503662,0.11082340776920319,0.8803208470344543,0.07502683252096176,0.7168474197387695,0.18208512663841248,0.026040639728307724
"The main street in St Petersburg, Russia tonight.
The crowd is chanting ""No to War!"" ""Shame!"" &amp; ""Ukraine is not our enemy!"" 
#Ukriane #UkraineRussiaWar #Kyiv #Kherson #Kharkov #Kiev #Moscow #Russia https://t.co/aTQONiooBO",0.18637137115001678,0.5371359586715698,0.2764926850795746,0.9113044738769531,0.03527015820145607,0.03875682130455971,0.014668451622128487
"The true #warrior fights not because
he hates the ones in front of him, but
because he loves those behind him.
#Army #Wojsko #Armia #Wisdom 
#Ukraine #Ukraina #Rosja #Russia 
#StandWithUkriane #UnitedWithUkraine https://t.co/HOxJC2yYDP",0.09398458898067474,0.5867880582809448,0.31922730803489685,0.09111440181732178,0.06179605424404144,0.8134956955909729,0.033593811094760895
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/9qnJ0WaBAg https://t.co/VUdjG3jeef",0.12491412460803986,0.8124990463256836,0.06258682161569595,0.09996388107538223,0.28632381558418274,0.5065704584121704,0.10714183002710342
"As Russia intensifies its attacks, more firms are opening their pocketbooks and offering legal aid in support of #Ukraine. Here, Law360 Pulse rounds up how law firms have been responding so far. https://t.co/1GSBswwOJK",0.3372616171836853,0.6189743280410767,0.043764032423496246,0.4183937907218933,0.050907012075185776,0.4706602692604065,0.06003890559077263
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,0.4740126132965088,0.508105993270874,0.017881399020552635,0.8120439648628235,0.012295794673264027,0.023314623162150383,0.15234564244747162
"We all have a good awareness that ""rules of war"" is an absurdity, yes? Ok, good. Now, Putin's attack is a #CrimeAgainstHumanity in and of itself. That renders *every* action taken by RU soldiers within #Ukraine borders a de facto war crime.

@ICRC has some reflecting to do. https://t.co/hGDq51ElLM",0.6778196096420288,0.28189364075660706,0.04028677940368652,0.8822231888771057,0.013972456566989422,0.0731588751077652,0.030645497143268585
When flowers get uprooted…. #Ukraine #PeaceInUkraine #peaceforukraine https://t.co/5DRWnL6yJ2,0.21955031156539917,0.7081515789031982,0.0722980797290802,0.11242739111185074,0.05622968450188637,0.5095293521881104,0.32181355357170105
"People are volunteering to war these guys ??? 😅 lol 

#putin #Ukraine #UkraineRussianWar #Pakistan #russian #nato https://t.co/TVcCk7oIRR",0.43695929646492004,0.47360846400260925,0.0894322544336319,0.3122490644454956,0.5772435665130615,0.05382978916168213,0.05667761713266373
Claim : Russian plane shot down near #Zatoka. The pilot ejected and is being searched for. #UkraineRussianWar #Ukraine #RussianUkrainianWar #RussiaUkraine https://t.co/fZls9NZtzf,0.8185722231864929,0.17588794231414795,0.00553981913253665,0.6050032377243042,0.01771789789199829,0.02293144166469574,0.35434743762016296
"Companies that refused to work in #Russia because of the invasion of #Ukraine

Thank you for support!💙💛 https://t.co/YW2MkXZst7",0.1369384378194809,0.37784895300865173,0.48521262407302856,0.161383718252182,0.39915788173675537,0.24694329500198364,0.19251509010791779
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Xeso9xIEpB https://t.co/y4epQdxfyA",0.12321286648511887,0.8138067722320557,0.06298035383224487,0.09504485130310059,0.28829196095466614,0.5056159496307373,0.11104726046323776
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.024184463545680046,0.23151752352714539,0.7442980408668518,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"small encouraging signs: 2nd peace talks broke up but both said will be 3rd try ""v soon""

also Ukr pres advisor Arestovich says Russia dropped the ""denazification"" demand

so a little movement towards centre... 

#ukrainewar #ukraine",0.024677876383066177,0.4548073410987854,0.520514726638794,0.06917461007833481,0.1783796101808548,0.6162194609642029,0.1362263709306717
"#Antonov225Mriya has been destroyed...she was one of a kind.
I only saw her once a few years ago, getting a few pix between the clouds. 
Here's a tribute from @BigJetTVLIVE 

#aircraft #aviation #avgeek #ukraine 

https://t.co/zi8pjO57HH",0.5840614438056946,0.3627797067165375,0.05315883457660675,0.023621413856744766,0.03228835389018059,0.016761867329478264,0.9273284077644348
"Pro-Putin Chechen general who led 'gay purge' killed in #Ukraine    #MagomedTushayev 
https://t.co/iyDP5e146q",0.7759049534797668,0.2168503701686859,0.007244640961289406,0.7862756848335266,0.02877715602517128,0.021063772961497307,0.16388335824012756
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",0.5300326943397522,0.38418975472450256,0.08577758073806763,0.0497942715883255,0.053738195449113846,0.08959314972162247,0.8068743348121643
"@pttsnftpromo Support Ukraine: Buy the #NFT and Help People in #Ukraine!
https://t.co/rF9BwV6Fgk",0.05570494756102562,0.6962302327156067,0.2480648159980774,0.16369612514972687,0.21740104258060455,0.5273910164833069,0.0915117859840393
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"Hearing from friends on the ground in Ukraine that they are desperately in need of night vision tech (binoculars or goggles) and digital radios to improve comms. If you can help please get in touch, please RT until this gets to the right people #ukraine Slava ukraini",0.06588573753833771,0.6627760529518127,0.27133816480636597,0.07358892261981964,0.03039245866239071,0.1534682959318161,0.7425503134727478
"A large number of countries, organisations and businesses are severing ties and have imposed sanctions on #Russia over the country's invasion of #Ukraine, and with #Belarus for its support and cooperation with #Moscow https://t.co/BREXAwpw54",0.6026166081428528,0.3855038285255432,0.011879579164087772,0.8262424468994141,0.008830726146697998,0.028194338083267212,0.13673247396945953
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"#Truth for #TruePatriots.
#Putin is NOT a #Globalist. He is helping #WeTheFree 

#TWGRP https://t.co/dqUyKoGRTo",0.26968327164649963,0.5824769139289856,0.14783985912799835,0.1972082406282425,0.03680773824453354,0.7048453092575073,0.06113871559500694
Excited to share the latest addition to my #etsy shop: Huge Seal Ring-Deer Motif #red #animals #coral #boys #artdeco #stone #hugeseal #ring #antiquering #Ukraine #UkraineRussia https://t.co/xeaHyuiduq https://t.co/Ucx4YtV6hA,0.0007488714181818068,0.02488071657717228,0.9743703603744507,0.013526706956326962,0.9476805925369263,0.027260182425379753,0.011532440781593323
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/nu91CKu0gl https://t.co/wWwlaQmxnG",0.12317389994859695,0.8156033754348755,0.06122273579239845,0.09584399312734604,0.28082236647605896,0.5142343044281006,0.10909925401210785
4/4 I am honored to stand with Archbishop Borys Gudziak in prayerful solidarity during this grave moment in history.  Please join us.  May God preserve and protect #Ukraine and her people around the world and may our Blessed Mother wrap them in her loving mantle.,0.003823610255494714,0.08503494411706924,0.9111414551734924,0.032564036548137665,0.07825048267841339,0.7787420153617859,0.11044347286224365
The Ukraine Conflict &amp; Related Sanctions: What Is the Impact on Global Workforces? https://t.co/kdHITCaACO @Littler #BrazilUSCham #Brazil #ChamberMember #MemberNews #Ukraine,0.22366440296173096,0.7499346733093262,0.026400884613394737,0.3907844126224518,0.059656817466020584,0.11841791868209839,0.4311407804489136
"Totally shameful reasoning by a supposedly ‘left’ MP in the context of Russian imperialist aggression against #Ukraine

@UkraineSol https://t.co/qOzBnNhrMO",0.8828541040420532,0.11044061928987503,0.006705260369926691,0.9431791305541992,0.005154523532837629,0.012206843122839928,0.03945954516530037
The Russian military are acting like terrorists holding the Zaporizhzhia nuclear power plant employees hostage. #NuclearPowerPlant #UkraineUnderAttaсk #Ukraine,0.9184624552726746,0.07870132476091385,0.0028361747972667217,0.9414976835250854,0.008196357637643814,0.01654518023133278,0.03376079350709915
Daddy is staying to fight. #Ukraine. https://t.co/lOcmFdgfrc,0.17675042152404785,0.7259800434112549,0.09726955741643906,0.7584751844406128,0.04193181172013283,0.1343618780374527,0.06523113697767258
"Talking about #Russia: Russian diplomats in #Venezuela collected information about NGO’S that receive foreign funds and they also provided advice to the Venezuelan regime amidst a crusade to silence opposition groups, show an investigation by @itempnews
https://t.co/XdH7DmzewZ https://t.co/5jw6TjBvTd",0.3421110212802887,0.633567214012146,0.024321798235177994,0.6353551745414734,0.04026760160923004,0.09557170420885086,0.2288055270910263
"ANA stands in solidarity with 
@ICNurses &amp; the #Nursesforpeace campaign and condemns the illegal invasion of #Ukraine. We have signed on to a joint statement alongside leaders of the global #nursing community calling for an immediate ceasefire. https://t.co/JeHmL0wENg https://t.co/yqAbnfHIGQ",0.11272846162319183,0.7101923823356628,0.17707917094230652,0.3418160676956177,0.040072761476039886,0.5164785385131836,0.10163263231515884
The State Dept. has information and assistance for Americans currently in Russia #russia #StateDept https://t.co/cEp71Xe9xF https://t.co/1YEG5zvJX6,0.027326423674821854,0.8489444851875305,0.1237291693687439,0.2477571815252304,0.31489911675453186,0.27501577138900757,0.16232797503471375
"#NATO and several governments around the world have vehemently condemned what happened in Zaporizhia. https://t.co/Hrj6qhipic

#UkraineUnderAttaсk",0.6586949229240417,0.3293118178844452,0.01199322659522295,0.8214595913887024,0.00973670743405819,0.04599371924996376,0.12280993908643723
"#Russia has blocked social media, but #love isn’t something you can block. Sending love to all my #Ukrainian relatives and those in Russia experience government #oppression. I love you and my prayers are with you.
https://t.co/2g4swGaJp6
#IStandWithUkraine 💙💛",0.07217612117528915,0.30190518498420715,0.6259186863899231,0.1696300357580185,0.03330700471997261,0.5035220980644226,0.2935408651828766
"Don't get me wrong here...
#NATO won't call out for a #NOFLYZONE exclusive to #Ukraine, when #Russia is not even part of it...
#PrayForPeace 🙏 
#Ukraine #Russia #Europe #USA https://t.co/C5c6jC8Gzi",0.4400177597999573,0.5076948404312134,0.052287373691797256,0.18049760162830353,0.029266826808452606,0.6544961929321289,0.13573935627937317
This is #NATO's way of justice. https://t.co/15Bd6oyRln,0.29914018511772156,0.6181361079216003,0.08272372931241989,0.882533609867096,0.01257701963186264,0.062179043889045715,0.0427103191614151
"GRAPHIC Gostomel. Another angle of the battle that took place yesterday. Many new photos/videos I’ve uploaded recently took place in this very skirmish, like the Ukrainian special forces clearing the area. #ukraine #slavaukraini #russianinvasion #putinwarcriminal #ukrainewar https://t.co/KMeqG6BnZ9",0.10596377402544022,0.7492867112159729,0.1447494775056839,0.19586613774299622,0.6385954022407532,0.09713172912597656,0.06840677559375763
"For those trying to spread the truth about #Ukriane to #russia civilians, despite media bans, note that many Russians still use IRC Chat. Just a thought.",0.4028104245662689,0.5654342770576477,0.03175532817840576,0.19064347445964813,0.03510083258152008,0.6822118759155273,0.09204385429620743
"The centre of Bastanka, Ukraine during the fight. No one nearby survived, only the dog. He got scared because of the shooting but didn’t run away. From now on, he’ll defend Ukraine with us and we’ll defend him. ❤️🇺🇦 #StandWithUkraine #UkraineUnderAttaсk #Ukraine #FCKPTN https://t.co/8guzEa3xIU",0.09457897394895554,0.44229018688201904,0.4631308317184448,0.18765664100646973,0.09621728956699371,0.5190190672874451,0.1971069872379303
Get more background on the #Ukraine and its tense history with Russia: https://t.co/31e8KMbCrG https://t.co/Eb8KFVMbrQ,0.11588393896818161,0.8512887358665466,0.03282720968127251,0.2415306121110916,0.28623026609420776,0.25560516119003296,0.21663394570350647
"Never again let anyone tell you the foreign occupation and bombing of a people is ""too complicated"" or ""too political"" to take a stance. 
#Ukraine https://t.co/KwxQt7CdoM",0.8450060486793518,0.14811231195926666,0.006881668698042631,0.866860568523407,0.008615582250058651,0.07904265075922012,0.04548115283250809
"A Russian soldier holding two #grenades outside of the city hall building of #Konotop, northeastern #Ukraine. 

#Γεωεντοπισμός #Geolocation #War 

📹:51.23839595244202, 33.20730372609111 https://t.co/Csad2kRAnq",0.3223091959953308,0.6532953381538391,0.024395495653152466,0.7935510873794556,0.09227698296308517,0.04889953136444092,0.06527235358953476
"This picture right here actually summarized the ongoing war.

#UkraineRussianWar #UkraineWar https://t.co/X54Rf9X00p",0.5971230268478394,0.37307900190353394,0.02979787439107895,0.5310584902763367,0.08725892752408981,0.11934485286474228,0.2623377740383148
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",0.5300326943397522,0.38418975472450256,0.08577758073806763,0.0497942715883255,0.053738195449113846,0.08959314972162247,0.8068743348121643
"57% Off!

Scotch Heavy Duty Packaging Tape

https://t.co/UUtePqSjYK

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/VQsoUBQbMl",0.013474811799824238,0.7797362208366394,0.20678889751434326,0.08158154785633087,0.7069334983825684,0.16834667325019836,0.04313827306032181
"44% Off!

Ailun 2 Pack Screen Protector Compatible for iPhone 13 [6.1 inch Display]with 2 Pack Tempe

https://t.co/YMgPQsjkpI

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/ERg76LTniR",0.0060053858906030655,0.5630092620849609,0.43098539113998413,0.08369584381580353,0.7154530882835388,0.15211182832717896,0.04873931407928467
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,0.4740126132965088,0.508105993270874,0.017881399020552635,0.8120439648628235,0.012295794673264027,0.023314623162150383,0.15234564244747162
"Meanwhile in Bulgaria:

Bulgarian fascists celebrate the National Liberation Day with a neo-#nazi #Ukrainian next to #Russian, the two fascists groups currently fighting themselves 

(One of these #fascist parties are in parliament in #Bulgaria) https://t.co/XjxTczWFOG",0.8349294662475586,0.1531197875738144,0.011950701475143433,0.9572595357894897,0.0104183005169034,0.014298929832875729,0.01802320033311844
I think @Kasparov63 realizes an important point here: the price of stopping #Putin over time always goes up. Perhaps that's why #FionaHill says that we already have #WW3 on our hands — we just haven't yet realized it. https://t.co/RWedsnrALf,0.2959364354610443,0.5810244679450989,0.12303908169269562,0.04488622024655342,0.03276358172297478,0.844614565372467,0.07773569971323013
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,0.015725091099739075,0.14369899034500122,0.8405759334564209,0.17688265442848206,0.26039350032806396,0.4785045087337494,0.08421935141086578
"These scenes of apartment buildings in #Ukraine bombed by Russia, replete with people screaming are horrific. We have witnessed scenes like this close up before in the Middle East, Afghanistan and Somalia. We must not forget all conflict zones are equally brutal for the victims.",0.9428690671920776,0.05393422394990921,0.0031967328395694494,0.9150547385215759,0.005669703707098961,0.01675705425441265,0.06251858174800873
"""Hate, it has caused a lot of problems in the world, but has not solved one yet.“ #MayaAngelou #WomenHistoryMonth #StopWar #StandWithUkraine #StopRussia #Ukraine #Russia #PeaceTalk #BlackHistoryMonth #WomenHistoryMonth2022 

#BehaviorAgent #DrLisaKeliher
@ https://t.co/YEgNEA6Ua9 https://t.co/KJ5Sl04RCP",0.6914825439453125,0.28551754355430603,0.022999867796897888,0.5425353050231934,0.014669478870928288,0.3534892797470093,0.08930584788322449
Russia’s latest graduates getting 1 last workout session in before being deployed to Ukraine #Ukraine #UkraineRussiaCrisis #UkraineRussiaConflict #Russia #RussiaUkraineConflict #Kiev #Kyiv #Kharkiv #Mariupol #Odessa #Putin https://t.co/xd1i9gotIa,0.18103303015232086,0.7707358598709106,0.048231206834316254,0.3770720064640045,0.1884668469429016,0.14113368093967438,0.2933274507522583
