text,negative,neutral,positive
"Russia has officially declared cyber war. The invasion of Ukraine began on Feb 25, 2022, but the cyberwar on the country began August 2021.

Read our analysis about the cyber war - https://t.co/A2FfyXQMHm

#Russia #Ukraine #CyberWar #Cyberwarfare #CyberHygiene #CyberSecurity https://t.co/eNtKHWDNXp",0.3890039324760437,0.5712816119194031,0.039714448153972626
"This isn't a picture from WW1, WW2 or #UkraineWar . This is Syria ....

#UkraineRussianWar #Russian #Ukrainian #RussianUkrainianWar #RussiaUkraine https://t.co/gIxZLwSCbW",0.5801601409912109,0.3947237432003021,0.02511610835790634
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",0.006258530542254448,0.30011191964149475,0.6936295628547668
"Be careful when people promise you heaven and earth that they will fight with you, fight for you, support you yen yen yen. 😌😌
#RussiaUkraine",0.2263953536748886,0.6248781085014343,0.14872650802135468
"As ugly as things seem right now, I'm predicting within a year #Putin will either be dead, exiled in Belarus and/or charged with war crimes in The Hague...",0.910054624080658,0.08434426784515381,0.005601112265139818
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,0.015725091099739075,0.14369899034500122,0.8405759334564209
"Good luck to this man, 61 years old from 🇬🇧 going to help defend. #UkraineRussianWar #Ukraine #UkraineUnderAttaсk https://t.co/hHGxAWUccK",0.008855760097503662,0.11082340776920319,0.8803208470344543
"The main street in St Petersburg, Russia tonight.
The crowd is chanting ""No to War!"" ""Shame!"" &amp; ""Ukraine is not our enemy!"" 
#Ukriane #UkraineRussiaWar #Kyiv #Kherson #Kharkov #Kiev #Moscow #Russia https://t.co/aTQONiooBO",0.18637137115001678,0.5371359586715698,0.2764926850795746
"The true #warrior fights not because
he hates the ones in front of him, but
because he loves those behind him.
#Army #Wojsko #Armia #Wisdom 
#Ukraine #Ukraina #Rosja #Russia 
#StandWithUkriane #UnitedWithUkraine https://t.co/HOxJC2yYDP",0.09398458898067474,0.5867880582809448,0.31922730803489685
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/9qnJ0WaBAg https://t.co/VUdjG3jeef",0.12491412460803986,0.8124990463256836,0.06258682161569595
"As Russia intensifies its attacks, more firms are opening their pocketbooks and offering legal aid in support of #Ukraine. Here, Law360 Pulse rounds up how law firms have been responding so far. https://t.co/1GSBswwOJK",0.3372616171836853,0.6189743280410767,0.043764032423496246
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,0.4740126132965088,0.508105993270874,0.017881399020552635
"We all have a good awareness that ""rules of war"" is an absurdity, yes? Ok, good. Now, Putin's attack is a #CrimeAgainstHumanity in and of itself. That renders *every* action taken by RU soldiers within #Ukraine borders a de facto war crime.

@ICRC has some reflecting to do. https://t.co/hGDq51ElLM",0.6778196096420288,0.28189364075660706,0.04028677940368652
When flowers get uprooted…. #Ukraine #PeaceInUkraine #peaceforukraine https://t.co/5DRWnL6yJ2,0.21955031156539917,0.7081515789031982,0.0722980797290802
"People are volunteering to war these guys ??? 😅 lol 

#putin #Ukraine #UkraineRussianWar #Pakistan #russian #nato https://t.co/TVcCk7oIRR",0.43695929646492004,0.47360846400260925,0.0894322544336319
Claim : Russian plane shot down near #Zatoka. The pilot ejected and is being searched for. #UkraineRussianWar #Ukraine #RussianUkrainianWar #RussiaUkraine https://t.co/fZls9NZtzf,0.8185722231864929,0.17588794231414795,0.00553981913253665
"Companies that refused to work in #Russia because of the invasion of #Ukraine

Thank you for support!💙💛 https://t.co/YW2MkXZst7",0.1369384378194809,0.37784895300865173,0.48521262407302856
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Xeso9xIEpB https://t.co/y4epQdxfyA",0.12321286648511887,0.8138067722320557,0.06298035383224487
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.024184463545680046,0.23151752352714539,0.7442980408668518
"small encouraging signs: 2nd peace talks broke up but both said will be 3rd try ""v soon""

also Ukr pres advisor Arestovich says Russia dropped the ""denazification"" demand

so a little movement towards centre... 

#ukrainewar #ukraine",0.024677876383066177,0.4548073410987854,0.520514726638794
"#Antonov225Mriya has been destroyed...she was one of a kind.
I only saw her once a few years ago, getting a few pix between the clouds. 
Here's a tribute from @BigJetTVLIVE 

#aircraft #aviation #avgeek #ukraine 

https://t.co/zi8pjO57HH",0.5840614438056946,0.3627797067165375,0.05315883457660675
"Pro-Putin Chechen general who led 'gay purge' killed in #Ukraine    #MagomedTushayev 
https://t.co/iyDP5e146q",0.7759049534797668,0.2168503701686859,0.007244640961289406
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",0.5300326943397522,0.38418975472450256,0.08577758073806763
"@pttsnftpromo Support Ukraine: Buy the #NFT and Help People in #Ukraine!
https://t.co/rF9BwV6Fgk",0.05570494756102562,0.6962302327156067,0.2480648159980774
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309
"Hearing from friends on the ground in Ukraine that they are desperately in need of night vision tech (binoculars or goggles) and digital radios to improve comms. If you can help please get in touch, please RT until this gets to the right people #ukraine Slava ukraini",0.06588573753833771,0.6627760529518127,0.27133816480636597
"A large number of countries, organisations and businesses are severing ties and have imposed sanctions on #Russia over the country's invasion of #Ukraine, and with #Belarus for its support and cooperation with #Moscow https://t.co/BREXAwpw54",0.6026166081428528,0.3855038285255432,0.011879579164087772
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309
"#Truth for #TruePatriots.
#Putin is NOT a #Globalist. He is helping #WeTheFree 

#TWGRP https://t.co/dqUyKoGRTo",0.26968327164649963,0.5824769139289856,0.14783985912799835
Excited to share the latest addition to my #etsy shop: Huge Seal Ring-Deer Motif #red #animals #coral #boys #artdeco #stone #hugeseal #ring #antiquering #Ukraine #UkraineRussia https://t.co/xeaHyuiduq https://t.co/Ucx4YtV6hA,0.0007488714181818068,0.02488071657717228,0.9743703603744507
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/nu91CKu0gl https://t.co/wWwlaQmxnG",0.12317389994859695,0.8156033754348755,0.06122273579239845
4/4 I am honored to stand with Archbishop Borys Gudziak in prayerful solidarity during this grave moment in history.  Please join us.  May God preserve and protect #Ukraine and her people around the world and may our Blessed Mother wrap them in her loving mantle.,0.003823610255494714,0.08503494411706924,0.9111414551734924
The Ukraine Conflict &amp; Related Sanctions: What Is the Impact on Global Workforces? https://t.co/kdHITCaACO @Littler #BrazilUSCham #Brazil #ChamberMember #MemberNews #Ukraine,0.22366440296173096,0.7499346733093262,0.026400884613394737
"Totally shameful reasoning by a supposedly ‘left’ MP in the context of Russian imperialist aggression against #Ukraine

@UkraineSol https://t.co/qOzBnNhrMO",0.8828541040420532,0.11044061928987503,0.006705260369926691
The Russian military are acting like terrorists holding the Zaporizhzhia nuclear power plant employees hostage. #NuclearPowerPlant #UkraineUnderAttaсk #Ukraine,0.9184624552726746,0.07870132476091385,0.0028361747972667217
Daddy is staying to fight. #Ukraine. https://t.co/lOcmFdgfrc,0.17675042152404785,0.7259800434112549,0.09726955741643906
"Talking about #Russia: Russian diplomats in #Venezuela collected information about NGO’S that receive foreign funds and they also provided advice to the Venezuelan regime amidst a crusade to silence opposition groups, show an investigation by @itempnews
https://t.co/XdH7DmzewZ https://t.co/5jw6TjBvTd",0.3421110212802887,0.633567214012146,0.024321798235177994
"ANA stands in solidarity with 
@ICNurses &amp; the #Nursesforpeace campaign and condemns the illegal invasion of #Ukraine. We have signed on to a joint statement alongside leaders of the global #nursing community calling for an immediate ceasefire. https://t.co/JeHmL0wENg https://t.co/yqAbnfHIGQ",0.11272846162319183,0.7101923823356628,0.17707917094230652
The State Dept. has information and assistance for Americans currently in Russia #russia #StateDept https://t.co/cEp71Xe9xF https://t.co/1YEG5zvJX6,0.027326423674821854,0.8489444851875305,0.1237291693687439
"#NATO and several governments around the world have vehemently condemned what happened in Zaporizhia. https://t.co/Hrj6qhipic

#UkraineUnderAttaсk",0.6586949229240417,0.3293118178844452,0.01199322659522295
"#Russia has blocked social media, but #love isn’t something you can block. Sending love to all my #Ukrainian relatives and those in Russia experience government #oppression. I love you and my prayers are with you.
https://t.co/2g4swGaJp6
#IStandWithUkraine 💙💛",0.07217612117528915,0.30190518498420715,0.6259186863899231
"Don't get me wrong here...
#NATO won't call out for a #NOFLYZONE exclusive to #Ukraine, when #Russia is not even part of it...
#PrayForPeace 🙏 
#Ukraine #Russia #Europe #USA https://t.co/C5c6jC8Gzi",0.4400177597999573,0.5076948404312134,0.052287373691797256
This is #NATO's way of justice. https://t.co/15Bd6oyRln,0.29914018511772156,0.6181361079216003,0.08272372931241989
"GRAPHIC Gostomel. Another angle of the battle that took place yesterday. Many new photos/videos I’ve uploaded recently took place in this very skirmish, like the Ukrainian special forces clearing the area. #ukraine #slavaukraini #russianinvasion #putinwarcriminal #ukrainewar https://t.co/KMeqG6BnZ9",0.10596377402544022,0.7492867112159729,0.1447494775056839
"For those trying to spread the truth about #Ukriane to #russia civilians, despite media bans, note that many Russians still use IRC Chat. Just a thought.",0.4028104245662689,0.5654342770576477,0.03175532817840576
"The centre of Bastanka, Ukraine during the fight. No one nearby survived, only the dog. He got scared because of the shooting but didn’t run away. From now on, he’ll defend Ukraine with us and we’ll defend him. ❤️🇺🇦 #StandWithUkraine #UkraineUnderAttaсk #Ukraine #FCKPTN https://t.co/8guzEa3xIU",0.09457897394895554,0.44229018688201904,0.4631308317184448
Get more background on the #Ukraine and its tense history with Russia: https://t.co/31e8KMbCrG https://t.co/Eb8KFVMbrQ,0.11588393896818161,0.8512887358665466,0.03282720968127251
"Never again let anyone tell you the foreign occupation and bombing of a people is ""too complicated"" or ""too political"" to take a stance. 
#Ukraine https://t.co/KwxQt7CdoM",0.8450060486793518,0.14811231195926666,0.006881668698042631
"A Russian soldier holding two #grenades outside of the city hall building of #Konotop, northeastern #Ukraine. 

#Γεωεντοπισμός #Geolocation #War 

📹:51.23839595244202, 33.20730372609111 https://t.co/Csad2kRAnq",0.3223091959953308,0.6532953381538391,0.024395495653152466
"This picture right here actually summarized the ongoing war.

#UkraineRussianWar #UkraineWar https://t.co/X54Rf9X00p",0.5971230268478394,0.37307900190353394,0.02979787439107895
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",0.5300326943397522,0.38418975472450256,0.08577758073806763
"57% Off!

Scotch Heavy Duty Packaging Tape

https://t.co/UUtePqSjYK

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/VQsoUBQbMl",0.013474811799824238,0.7797362208366394,0.20678889751434326
"44% Off!

Ailun 2 Pack Screen Protector Compatible for iPhone 13 [6.1 inch Display]with 2 Pack Tempe

https://t.co/YMgPQsjkpI

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/ERg76LTniR",0.0060053858906030655,0.5630092620849609,0.43098539113998413
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,0.4740126132965088,0.508105993270874,0.017881399020552635
"Meanwhile in Bulgaria:

Bulgarian fascists celebrate the National Liberation Day with a neo-#nazi #Ukrainian next to #Russian, the two fascists groups currently fighting themselves 

(One of these #fascist parties are in parliament in #Bulgaria) https://t.co/XjxTczWFOG",0.8349294662475586,0.1531197875738144,0.011950701475143433
I think @Kasparov63 realizes an important point here: the price of stopping #Putin over time always goes up. Perhaps that's why #FionaHill says that we already have #WW3 on our hands — we just haven't yet realized it. https://t.co/RWedsnrALf,0.2959364354610443,0.5810244679450989,0.12303908169269562
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,0.015725091099739075,0.14369899034500122,0.8405759334564209
"These scenes of apartment buildings in #Ukraine bombed by Russia, replete with people screaming are horrific. We have witnessed scenes like this close up before in the Middle East, Afghanistan and Somalia. We must not forget all conflict zones are equally brutal for the victims.",0.9428690671920776,0.05393422394990921,0.0031967328395694494
"""Hate, it has caused a lot of problems in the world, but has not solved one yet.“ #MayaAngelou #WomenHistoryMonth #StopWar #StandWithUkraine #StopRussia #Ukraine #Russia #PeaceTalk #BlackHistoryMonth #WomenHistoryMonth2022 

#BehaviorAgent #DrLisaKeliher
@ https://t.co/YEgNEA6Ua9 https://t.co/KJ5Sl04RCP",0.6914825439453125,0.28551754355430603,0.022999867796897888
Russia’s latest graduates getting 1 last workout session in before being deployed to Ukraine #Ukraine #UkraineRussiaCrisis #UkraineRussiaConflict #Russia #RussiaUkraineConflict #Kiev #Kyiv #Kharkiv #Mariupol #Odessa #Putin https://t.co/xd1i9gotIa,0.18103303015232086,0.7707358598709106,0.048231206834316254
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/eCouFdto8m https://t.co/wPO5yZcyDZ",0.1085963025689125,0.8341661691665649,0.05723749101161957
"This is called putting money where your mouth is - and I'm all for it!!!
#StandWithUkraine #SlavaUkraini 🇺🇦🌻 https://t.co/RhaoWiLOoc",0.026187743991613388,0.3045232594013214,0.6692889332771301
"#Ukraine #Russia #UkraineRussianWar #ДаПобеде #Z 

Support to the Armed Forces of Russia from #Tula - the city of gunsmiths! Thanks for the material to the military officers of the Russian Spring! #РусскаяВеснаZ 
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺 https://t.co/la22yIGQQh",0.01715897023677826,0.2649529278278351,0.7178880572319031
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",0.5300326943397522,0.38418975472450256,0.08577758073806763
"@maddiepyper Hi! You're from PFC, right? My best follows on #ukraine:
up2minute list: https://t.co/Zq4sNAOS6r
@mhmck for focused (have followed since'14) analysis&amp;.@strategywoman for a woman's voice from Kyiv
#yourart4ukraine for inspo
#StandWithUkraine️ #CloseTheSky  #NoFlyZone",0.01154405064880848,0.4703250229358673,0.5181309580802917
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,0.4740126132965088,0.508105993270874,0.017881399020552635
"🇷🇺 #Russian stocks are ""uninvestable"" following the invasion of 🇺🇦 Ukraine and will be removed from indexes at MSCI and FTSE Russell. Advisory committees, asset managers and exchanges were among those consulted by the index providers.
https://t.co/9FvMNj7BUN",0.7915357947349548,0.19951796531677246,0.0089461924508214
What are the implications of #Russia's invasion of #Ukraine for SE Asia? A short 🧵:,0.3419835567474365,0.6435672044754028,0.01444925181567669
"#Russia’s #brutal #military #campaign in #Ukraine has not been accompanied so far by the sort of #cyberwar many experts expected the invasion be accompanied by dramatic #hacks #shuttingoff #power, #jamming @glenbenjamin @LANINFOTECH #besafe #BeCyberSmart 
https://t.co/XsYK6c2lBp https://t.co/mHjlu17sUn",0.5741093158721924,0.3952442705631256,0.030646424740552902
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/wLyUjsfhba https://t.co/RCvRJhYeub",0.1235419288277626,0.8127901554107666,0.06366788595914841
