text,sentiment,anger,joy,optimism,sadness
"Should #Nigeria not have taken sides with the West in the #Russia-#Ukraine war? Doing so may put its Ajaokuta Steel Complex and other projects at risk says one analyst. 

https://t.co/0YcGZvJ2F6",negative,0.3621334731578827,0.015896201133728,0.2008805721998214,0.4210897386074066
"One eyewitness to the #Ukraine evacuation tells us: ""I overheard some students saying they weren't allowed to board the train. Students were lying on the floor with blankets covering them. There is no aid, no support, no food provided."" #AfricansinUkraine

https://t.co/3RTpVhKQth",negative,0.2561151683330536,0.0107648968696594,0.0179156176745891,0.7152042984962463
"The people in Ukraine are in dire need, and partners and volunteers are responding to the call. https://t.co/TDHikffKbh

#Charismanews #charismamedia #ConvoyofHope #Ukraine #humanitarian",neutral,0.0635696724057197,0.0192066840827465,0.1279851645231247,0.7892385125160217
"UN agencies are working round the clock to support people inside #Ukraine and those who have fled to neighbouring countries.

Keep track of developments, and find out how to help, on the dedicated Ukraine Focus page.

https://t.co/TL8VhdabPY",neutral,0.1050009950995445,0.0494785197079181,0.5886847376823425,0.2568357586860657
"Stop Russia! Save Ukraine! Arrest Putin!
The world depends on our action now!

#UkraineStands #HETBOЙHE #ArrestPutin 
#StopRussia #SlavaUkraini #SaveUkraine 

@NATO @UN @POTUS @EmmanuelMacron @DefenceU @BBC @AP @KyivIndependent https://t.co/bnPiOsCNhQ",neutral,0.6440416574478149,0.0377998054027557,0.2153205275535583,0.1028380468487739
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",positive,0.0861965864896774,0.4053137302398681,0.4579208493232727,0.050568901002407
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,positive,0.0284066256135702,0.1191469430923461,0.8078662157058716,0.0445802509784698
"😨 NO NO NO NO…

Currently, until the #AN225 has been inspected by experts, we cannot report on the technical condition of the aircraft.
 
Please wait for the official announcements about the condition of the aircraft

#StopRussia #Ukraine https://t.co/pEXDanePTw",negative,0.3701502084732055,0.0128326453268527,0.0336601249873638,0.583357036113739
"Majestic is raising funds for the Disasters Emergency Committee to help to support more than half a million people who fled their homes to escape conflict in #Ukraine. Please use the link below to donate. Thank you for your help.
https://t.co/0R2i9EDwl6 https://t.co/DBWltrxid0",positive,0.0782725736498832,0.0629613250494003,0.3844219744205475,0.4743441939353943
"@IAPonomarenko “Prayer, charity and fasting are not medicines meant only for ourselves but for everyone: they can change history, because they are the principal ways for God to intervene in our lives and in the world. They are weapons of the spirit.” @Pontifex (📸@vindman) #Ukraine #Lent2022 https://t.co/HyIvbzUQWk",neutral,0.0202499143779277,0.0303915608674287,0.9275964498519896,0.0217621345072984
"Russia has officially declared cyber war. The invasion of Ukraine began on Feb 25, 2022, but the cyberwar on the country began August 2021.

Read our analysis about the cyber war - https://t.co/A2FfyXQMHm

#Russia #Ukraine #CyberWar #Cyberwarfare #CyberHygiene #CyberSecurity https://t.co/eNtKHWDNXp",neutral,0.7782961130142212,0.0406418815255165,0.0963682234287262,0.0846937745809555
"This isn't a picture from WW1, WW2 or #UkraineWar . This is Syria ....

#UkraineRussianWar #Russian #Ukrainian #RussianUkrainianWar #RussiaUkraine https://t.co/gIxZLwSCbW",negative,0.8149200677871704,0.0342980958521366,0.0347111523151397,0.1160707101225853
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",positive,0.0861965864896774,0.4053137302398681,0.4579208493232727,0.050568901002407
"Be careful when people promise you heaven and earth that they will fight with you, fight for you, support you yen yen yen. 😌😌
#RussiaUkraine",neutral,0.1063128933310508,0.3283598124980926,0.531458854675293,0.0338684991002082
"As ugly as things seem right now, I'm predicting within a year #Putin will either be dead, exiled in Belarus and/or charged with war crimes in The Hague...",negative,0.873438835144043,0.0117966709658503,0.0407375507056713,0.0740268528461456
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,positive,0.176882654428482,0.2603935003280639,0.4785045087337494,0.0842193514108657
"Good luck to this man, 61 years old from 🇬🇧 going to help defend. #UkraineRussianWar #Ukraine #UkraineUnderAttaсk https://t.co/hHGxAWUccK",positive,0.0750268325209617,0.7168474197387695,0.1820851266384124,0.0260406397283077
"The main street in St Petersburg, Russia tonight.
The crowd is chanting ""No to War!"" ""Shame!"" &amp; ""Ukraine is not our enemy!"" 
#Ukriane #UkraineRussiaWar #Kyiv #Kherson #Kharkov #Kiev #Moscow #Russia https://t.co/aTQONiooBO",neutral,0.9113044738769532,0.035270158201456,0.0387568213045597,0.0146684516221284
"The true #warrior fights not because
he hates the ones in front of him, but
because he loves those behind him.
#Army #Wojsko #Armia #Wisdom 
#Ukraine #Ukraina #Rosja #Russia 
#StandWithUkriane #UnitedWithUkraine https://t.co/HOxJC2yYDP",neutral,0.0911144018173217,0.0617960542440414,0.8134956955909729,0.0335938110947608
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/9qnJ0WaBAg https://t.co/VUdjG3jeef",neutral,0.0999638810753822,0.2863238155841827,0.5065704584121704,0.1071418300271034
"As Russia intensifies its attacks, more firms are opening their pocketbooks and offering legal aid in support of #Ukraine. Here, Law360 Pulse rounds up how law firms have been responding so far. https://t.co/1GSBswwOJK",neutral,0.4183937907218933,0.0509070120751857,0.4706602692604065,0.0600389055907726
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,neutral,0.8120439648628235,0.012295794673264,0.0233146231621503,0.1523456424474716
"We all have a good awareness that ""rules of war"" is an absurdity, yes? Ok, good. Now, Putin's attack is a #CrimeAgainstHumanity in and of itself. That renders *every* action taken by RU soldiers within #Ukraine borders a de facto war crime.

@ICRC has some reflecting to do. https://t.co/hGDq51ElLM",negative,0.8822231888771057,0.0139724565669894,0.0731588751077652,0.0306454971432685
When flowers get uprooted…. #Ukraine #PeaceInUkraine #peaceforukraine https://t.co/5DRWnL6yJ2,neutral,0.1124273911118507,0.0562296845018863,0.5095293521881104,0.321813553571701
"People are volunteering to war these guys ??? 😅 lol 

#putin #Ukraine #UkraineRussianWar #Pakistan #russian #nato https://t.co/TVcCk7oIRR",neutral,0.3122490644454956,0.5772435665130615,0.0538297891616821,0.0566776171326637
Claim : Russian plane shot down near #Zatoka. The pilot ejected and is being searched for. #UkraineRussianWar #Ukraine #RussianUkrainianWar #RussiaUkraine https://t.co/fZls9NZtzf,negative,0.6050032377243042,0.0177178978919982,0.0229314416646957,0.3543474376201629
"Companies that refused to work in #Russia because of the invasion of #Ukraine

Thank you for support!💙💛 https://t.co/YW2MkXZst7",positive,0.161383718252182,0.3991578817367553,0.2469432950019836,0.1925150901079177
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/Xeso9xIEpB https://t.co/y4epQdxfyA",neutral,0.0950448513031005,0.2882919609546661,0.5056159496307373,0.1110472604632377
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",positive,0.0227930545806884,0.8950514793395996,0.0648514032363891,0.0173040609806776
"small encouraging signs: 2nd peace talks broke up but both said will be 3rd try ""v soon""

also Ukr pres advisor Arestovich says Russia dropped the ""denazification"" demand

so a little movement towards centre... 

#ukrainewar #ukraine",positive,0.0691746100783348,0.1783796101808548,0.6162194609642029,0.1362263709306717
"#Antonov225Mriya has been destroyed...she was one of a kind.
I only saw her once a few years ago, getting a few pix between the clouds. 
Here's a tribute from @BigJetTVLIVE 

#aircraft #aviation #avgeek #ukraine 

https://t.co/zi8pjO57HH",negative,0.0236214138567447,0.0322883538901805,0.0167618673294782,0.9273284077644348
"Pro-Putin Chechen general who led 'gay purge' killed in #Ukraine    #MagomedTushayev 
https://t.co/iyDP5e146q",negative,0.7862756848335266,0.0287771560251712,0.0210637729614973,0.1638833582401275
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",negative,0.0497942715883255,0.0537381954491138,0.0895931497216224,0.8068743348121643
"@pttsnftpromo Support Ukraine: Buy the #NFT and Help People in #Ukraine!
https://t.co/rF9BwV6Fgk",neutral,0.1636961251497268,0.2174010425806045,0.5273910164833069,0.0915117859840393
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",positive,0.0227930545806884,0.8950514793395996,0.0648514032363891,0.0173040609806776
"Hearing from friends on the ground in Ukraine that they are desperately in need of night vision tech (binoculars or goggles) and digital radios to improve comms. If you can help please get in touch, please RT until this gets to the right people #ukraine Slava ukraini",neutral,0.0735889226198196,0.0303924586623907,0.1534682959318161,0.7425503134727478
"A large number of countries, organisations and businesses are severing ties and have imposed sanctions on #Russia over the country's invasion of #Ukraine, and with #Belarus for its support and cooperation with #Moscow https://t.co/BREXAwpw54",negative,0.8262424468994141,0.0088307261466979,0.0281943380832672,0.1367324739694595
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",positive,0.0227930545806884,0.8950514793395996,0.0648514032363891,0.0173040609806776
"#Truth for #TruePatriots.
#Putin is NOT a #Globalist. He is helping #WeTheFree 

#TWGRP https://t.co/dqUyKoGRTo",neutral,0.1972082406282425,0.0368077382445335,0.7048453092575073,0.0611387155950069
Excited to share the latest addition to my #etsy shop: Huge Seal Ring-Deer Motif #red #animals #coral #boys #artdeco #stone #hugeseal #ring #antiquering #Ukraine #UkraineRussia https://t.co/xeaHyuiduq https://t.co/Ucx4YtV6hA,positive,0.0135267069563269,0.9476805925369264,0.0272601824253797,0.0115324407815933
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/nu91CKu0gl https://t.co/wWwlaQmxnG",neutral,0.095843993127346,0.2808223664760589,0.5142343044281006,0.1090992540121078
4/4 I am honored to stand with Archbishop Borys Gudziak in prayerful solidarity during this grave moment in history.  Please join us.  May God preserve and protect #Ukraine and her people around the world and may our Blessed Mother wrap them in her loving mantle.,positive,0.0325640365481376,0.0782504826784133,0.7787420153617859,0.1104434728622436
The Ukraine Conflict &amp; Related Sanctions: What Is the Impact on Global Workforces? https://t.co/kdHITCaACO @Littler #BrazilUSCham #Brazil #ChamberMember #MemberNews #Ukraine,neutral,0.3907844126224518,0.0596568174660205,0.1184179186820983,0.4311407804489136
"Totally shameful reasoning by a supposedly ‘left’ MP in the context of Russian imperialist aggression against #Ukraine

@UkraineSol https://t.co/qOzBnNhrMO",negative,0.9431791305541992,0.0051545235328376,0.0122068431228399,0.0394595451653003
The Russian military are acting like terrorists holding the Zaporizhzhia nuclear power plant employees hostage. #NuclearPowerPlant #UkraineUnderAttaсk #Ukraine,negative,0.9414976835250854,0.0081963576376438,0.0165451802313327,0.0337607935070991
Daddy is staying to fight. #Ukraine. https://t.co/lOcmFdgfrc,neutral,0.7584751844406128,0.0419318117201328,0.1343618780374527,0.0652311369776725
"Talking about #Russia: Russian diplomats in #Venezuela collected information about NGO’S that receive foreign funds and they also provided advice to the Venezuelan regime amidst a crusade to silence opposition groups, show an investigation by @itempnews
https://t.co/XdH7DmzewZ https://t.co/5jw6TjBvTd",neutral,0.6353551745414734,0.04026760160923,0.0955717042088508,0.2288055270910263
"ANA stands in solidarity with 
@ICNurses &amp; the #Nursesforpeace campaign and condemns the illegal invasion of #Ukraine. We have signed on to a joint statement alongside leaders of the global #nursing community calling for an immediate ceasefire. https://t.co/JeHmL0wENg https://t.co/yqAbnfHIGQ",neutral,0.3418160676956177,0.0400727614760398,0.5164785385131836,0.1016326323151588
The State Dept. has information and assistance for Americans currently in Russia #russia #StateDept https://t.co/cEp71Xe9xF https://t.co/1YEG5zvJX6,neutral,0.2477571815252304,0.3148991167545318,0.2750157713890075,0.1623279750347137
"#NATO and several governments around the world have vehemently condemned what happened in Zaporizhia. https://t.co/Hrj6qhipic

#UkraineUnderAttaсk",negative,0.8214595913887024,0.0097367074340581,0.0459937192499637,0.1228099390864372
"#Russia has blocked social media, but #love isn’t something you can block. Sending love to all my #Ukrainian relatives and those in Russia experience government #oppression. I love you and my prayers are with you.
https://t.co/2g4swGaJp6
#IStandWithUkraine 💙💛",positive,0.1696300357580185,0.0333070047199726,0.5035220980644226,0.2935408651828766
"Don't get me wrong here...
#NATO won't call out for a #NOFLYZONE exclusive to #Ukraine, when #Russia is not even part of it...
#PrayForPeace 🙏 
#Ukraine #Russia #Europe #USA https://t.co/C5c6jC8Gzi",neutral,0.1804976016283035,0.0292668268084526,0.6544961929321289,0.1357393562793731
This is #NATO's way of justice. https://t.co/15Bd6oyRln,neutral,0.882533609867096,0.0125770196318626,0.0621790438890457,0.0427103191614151
"GRAPHIC Gostomel. Another angle of the battle that took place yesterday. Many new photos/videos I’ve uploaded recently took place in this very skirmish, like the Ukrainian special forces clearing the area. #ukraine #slavaukraini #russianinvasion #putinwarcriminal #ukrainewar https://t.co/KMeqG6BnZ9",neutral,0.1958661377429962,0.6385954022407532,0.0971317291259765,0.0684067755937576
"For those trying to spread the truth about #Ukriane to #russia civilians, despite media bans, note that many Russians still use IRC Chat. Just a thought.",neutral,0.1906434744596481,0.03510083258152,0.6822118759155273,0.0920438542962074
"The centre of Bastanka, Ukraine during the fight. No one nearby survived, only the dog. He got scared because of the shooting but didn’t run away. From now on, he’ll defend Ukraine with us and we’ll defend him. ❤️🇺🇦 #StandWithUkraine #UkraineUnderAttaсk #Ukraine #FCKPTN https://t.co/8guzEa3xIU",positive,0.1876566410064697,0.0962172895669937,0.5190190672874451,0.1971069872379303
Get more background on the #Ukraine and its tense history with Russia: https://t.co/31e8KMbCrG https://t.co/Eb8KFVMbrQ,neutral,0.2415306121110916,0.2862302660942077,0.2556051611900329,0.2166339457035064
"Never again let anyone tell you the foreign occupation and bombing of a people is ""too complicated"" or ""too political"" to take a stance. 
#Ukraine https://t.co/KwxQt7CdoM",negative,0.866860568523407,0.0086155822500586,0.0790426507592201,0.045481152832508
"A Russian soldier holding two #grenades outside of the city hall building of #Konotop, northeastern #Ukraine. 

#Γεωεντοπισμός #Geolocation #War 

📹:51.23839595244202, 33.20730372609111 https://t.co/Csad2kRAnq",neutral,0.7935510873794556,0.0922769829630851,0.0488995313644409,0.0652723535895347
"This picture right here actually summarized the ongoing war.

#UkraineRussianWar #UkraineWar https://t.co/X54Rf9X00p",negative,0.5310584902763367,0.0872589275240898,0.1193448528647422,0.2623377740383148
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",negative,0.0497942715883255,0.0537381954491138,0.0895931497216224,0.8068743348121643
"57% Off!

Scotch Heavy Duty Packaging Tape

https://t.co/UUtePqSjYK

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/VQsoUBQbMl",neutral,0.0815815478563308,0.7069334983825684,0.1683466732501983,0.0431382730603218
"44% Off!

Ailun 2 Pack Screen Protector Compatible for iPhone 13 [6.1 inch Display]with 2 Pack Tempe

https://t.co/YMgPQsjkpI

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/ERg76LTniR",neutral,0.0836958438158035,0.7154530882835388,0.1521118283271789,0.0487393140792846
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,neutral,0.8120439648628235,0.012295794673264,0.0233146231621503,0.1523456424474716
"Meanwhile in Bulgaria:

Bulgarian fascists celebrate the National Liberation Day with a neo-#nazi #Ukrainian next to #Russian, the two fascists groups currently fighting themselves 

(One of these #fascist parties are in parliament in #Bulgaria) https://t.co/XjxTczWFOG",negative,0.9572595357894896,0.0104183005169034,0.0142989298328757,0.0180232003331184
I think @Kasparov63 realizes an important point here: the price of stopping #Putin over time always goes up. Perhaps that's why #FionaHill says that we already have #WW3 on our hands — we just haven't yet realized it. https://t.co/RWedsnrALf,neutral,0.0448862202465534,0.0327635817229747,0.844614565372467,0.0777356997132301
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,positive,0.176882654428482,0.2603935003280639,0.4785045087337494,0.0842193514108657
"These scenes of apartment buildings in #Ukraine bombed by Russia, replete with people screaming are horrific. We have witnessed scenes like this close up before in the Middle East, Afghanistan and Somalia. We must not forget all conflict zones are equally brutal for the victims.",negative,0.915054738521576,0.0056697037070989,0.0167570542544126,0.0625185817480087
"""Hate, it has caused a lot of problems in the world, but has not solved one yet.“ #MayaAngelou #WomenHistoryMonth #StopWar #StandWithUkraine #StopRussia #Ukraine #Russia #PeaceTalk #BlackHistoryMonth #WomenHistoryMonth2022 

#BehaviorAgent #DrLisaKeliher
@ https://t.co/YEgNEA6Ua9 https://t.co/KJ5Sl04RCP",negative,0.5425353050231934,0.0146694788709282,0.3534892797470093,0.0893058478832244
Russia’s latest graduates getting 1 last workout session in before being deployed to Ukraine #Ukraine #UkraineRussiaCrisis #UkraineRussiaConflict #Russia #RussiaUkraineConflict #Kiev #Kyiv #Kharkiv #Mariupol #Odessa #Putin https://t.co/xd1i9gotIa,neutral,0.3770720064640045,0.1884668469429016,0.1411336809396743,0.2933274507522583
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/eCouFdto8m https://t.co/wPO5yZcyDZ",neutral,0.0974793657660484,0.2809385955333709,0.5134468078613281,0.1081352308392524
"This is called putting money where your mouth is - and I'm all for it!!!
#StandWithUkraine #SlavaUkraini 🇺🇦🌻 https://t.co/RhaoWiLOoc",positive,0.1168295592069625,0.2181708812713623,0.6329282522201538,0.0320712178945541
"#Ukraine #Russia #UkraineRussianWar #ДаПобеде #Z 

Support to the Armed Forces of Russia from #Tula - the city of gunsmiths! Thanks for the material to the military officers of the Russian Spring! #РусскаяВеснаZ 
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺 https://t.co/la22yIGQQh",positive,0.1766783595085144,0.6495765447616577,0.1350338011980056,0.0387113057076931
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",negative,0.0497942715883255,0.0537381954491138,0.0895931497216224,0.8068743348121643
"@maddiepyper Hi! You're from PFC, right? My best follows on #ukraine:
up2minute list: https://t.co/Zq4sNAOS6r
@mhmck for focused (have followed since'14) analysis&amp;.@strategywoman for a woman's voice from Kyiv
#yourart4ukraine for inspo
#StandWithUkraine️ #CloseTheSky  #NoFlyZone",positive,0.0819102674722671,0.5062533020973206,0.3265457153320312,0.0852907001972198
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,neutral,0.8120439648628235,0.012295794673264,0.0233146231621503,0.1523456424474716
"🇷🇺 #Russian stocks are ""uninvestable"" following the invasion of 🇺🇦 Ukraine and will be removed from indexes at MSCI and FTSE Russell. Advisory committees, asset managers and exchanges were among those consulted by the index providers.
https://t.co/9FvMNj7BUN",negative,0.4844449460506439,0.0158225186169147,0.0636957883834838,0.4360367357730865
What are the implications of #Russia's invasion of #Ukraine for SE Asia? A short 🧵:,neutral,0.3802146911621094,0.0434329137206077,0.2490034997463226,0.327348917722702
"#Russia’s #brutal #military #campaign in #Ukraine has not been accompanied so far by the sort of #cyberwar many experts expected the invasion be accompanied by dramatic #hacks #shuttingoff #power, #jamming @glenbenjamin @LANINFOTECH #besafe #BeCyberSmart 
https://t.co/XsYK6c2lBp https://t.co/mHjlu17sUn",negative,0.9031711220741272,0.0150421820580959,0.0252247434109449,0.05656199157238
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/wLyUjsfhba https://t.co/RCvRJhYeub",neutral,0.0953962728381156,0.3091579377651214,0.4913952350616455,0.1040505468845367
"The only “breakaway region” the world sees is the one that’s happening between Putin’s ears.

#PutinWarCriminal #UkraineRussianWar #StandWithUkraine️ https://t.co/XGtsn04QRo",negative,0.8790366649627686,0.0164026319980621,0.0514721870422363,0.05308847874403
"“We don’t need much,” said one of the million-plus Ukrainians fleeing their homeland. “A warm corner is enough.” 

A WARM CORNER IS ENOUGH!

https://t.co/gsxE0eM0nn @NatGeo @anastasiatl @davidemonteleo @EveConant #Ukraine",neutral,0.1501777321100235,0.1723594665527343,0.4574980735778808,0.2199647277593612
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",positive,0.0861965864896774,0.4053137302398681,0.4579208493232727,0.050568901002407
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",positive,0.0227930545806884,0.8950514793395996,0.0648514032363891,0.0173040609806776
Friend just booked Airbnb apartment in Kyiv ( that clearly he will never go to ) as Airbnb have waved their commission. There are lots of different ways to help / donate but this is one more #kyiv #Ukraine https://t.co/P4v7ptsj3w,positive,0.0722433850169181,0.4165197908878326,0.4344072341918945,0.0768295377492904
"Fuck #Putin 
Little man is scared now to have to go to this extent… https://t.co/Ui9Cgvu0gG",negative,0.9197996854782104,0.0099838068708777,0.0123672625049948,0.0578492172062397
